ID,Type,SKU,Name,Published,Is featured?,Visibility in catalogue,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,Weight (kg),Length (cm),Width (cm),Height (cm),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Attribute 3 name,Attribute 3 value(s),Attribute 3 visible,Attribute 3 global,Attribute 4 name,Attribute 4 value(s),Attribute 4 visible,Attribute 4 global,Attribute 5 name,Attribute 5 value(s),Attribute 5 visible,Attribute 5 global,Attribute 6 name,Attribute 6 value(s),Attribute 6 visible,Attribute 6 global
3534,simple,COCO134,Regal Aviator Polished Brass and White Leather Chesterfield Club Armchair,1,0,visible,"<div class=""length""><div class=""std""><b>Length:</b>75 cm</div></div><div class=""width""><div class=""std""><b>Width:</b>91 cm</div></div><div class=""height""><div class=""std""><b>Height:</b>73 cm</div></div><div class=""weight""><div class=""std""><b>Weight:</b>30.00 kg</div></div><div class=""materials""><div class=""std""><b>Materials:</b>Leather, Polished Brass Wrap, Inner wood frame, soft foam cushion for seat and back</div></div>","This luxe piece incorporates a studded polished brass framework with sophisticated chesterfield seat and back pad. Button-pressed chesterfield leatherwork and aerodynamic shapes showcase its classical design. This armchair is a practical, versatile and unique addition for your man cave, living or office space.<iframe src=""https://www.youtube.com/embed/4J-4V89ye3g"" width=""570"" height=""315"" frameborder=""0"" allowfullscreen=""allowfullscreen""></iframe>",,,taxable,,30,75,91,73,0,,,3495,"Furniture > Chairs > Armchairs, Shop by Room > Bedroom (Room), Shop by Style > Black and Gold (Style), Shop By Material > Metal (Material) > Brass Furniture (Metal Material), Furniture > Chairs, Furniture > Chairs > Desk Chairs, Furniture, Shop by Style > Industrial Aviator (Style), Shop by Style > Industrial Furniture (Style), Shop By Material > Leather (Material), Shop by Room > Living (Room), Furniture > Lounges\, Sofas and Sofa Chairs, Shop by Style > Luxury Furniture (Style), Shop by Room > Mancave (Room), Shop by Style > Masculine Furniture (Style), Melbourne Furniture, Shop by Style > Modern Furniture (Style), Shop by Room > Office (Room), Shop by Style > Provincial (Style), Shop by Room, Shop by Style, Shop by Style > Vintage Furniture (Style)",,,"https://www.cocolea.com.au/wp-content/uploads/2019/08/lulu-brass-chair.jpg, https://www.cocolea.com.au/wp-content/uploads/2019/08/20161125_112801.jpg, https://www.cocolea.com.au/wp-content/uploads/2019/08/dsc_4783_1.jpg, https://www.cocolea.com.au/wp-content/uploads/2019/08/20161202_204709.jpg",,,,,"COCO214, COCO505-1, COCO505-1-1, BOCA008, BOCA010, COCO457",,,,0,upi-identifier-exists,no,1,1,google-product-category,"Furniture &gt; Chairs &gt; Arm Chairs\, Recliners &amp; Sleeper Chairs",1,1,,,,,,,,,,,,,,,,
3542,simple,COCO135,Regal Leather Chesterfield Ottoman,1,0,visible,"<div class=""length""><div class=""std""><b>Length:</b>150 cm</div></div><div class=""width""><div class=""std""><b>Width:</b>64 cm</div></div><div class=""height""><div class=""std""><b>Height:</b>45 cm</div></div><div class=""weight""><div class=""std""><b>Weight:</b>35.00 kg</div></div><div class=""materials""><div class=""std""><b>Materials:</b>Leather of any colour and Inner wood Frame (can be customised with or without stud rim on the bottom part)</div></div>","This luxe piece incorporates a sophisticated chesterfield style. Button-pressed chesterfield leatherwork and its classical design make this Ottoman both practical, versatile and a stylish addition for your man cave, living, office space or commercial space. Can be made with or without studded metal strip.Available in brown, black and white leather vintage options or other customised colour leathers (please call for price on customised leather colour options)",,,taxable,,35,150,64,45,0,,,1524,"Shop by Room > Bedroom (Room), Furniture > Bedroom > Bedroom Ottomans, Furniture > Stools > Bench Stool, Shop by Style > Chesterfield Furniture (Style), Furniture > Tables > Coffee Tables, Furniture, Shop by Style > Industrial Aviator (Style), Shop by Style > Industrial Furniture (Style), Shop By Material > Leather (Material), Shop by Room > Living (Room), Furniture > Lounges\, Sofas and Sofa Chairs, Shop by Style > Luxury Furniture (Style), Shop by Room > Mancave (Room), Melbourne Furniture, Shop by Style > Modern Furniture (Style), Shop by Room > Office (Room), Furniture > Chairs > Ottomans, Shop by Style > Provincial (Style), Shop by Room, Shop by Style, Shop by Style > Vintage Furniture (Style)",,,"https://www.cocolea.com.au/wp-content/uploads/2021/06/IMG_4003.jpg, https://www.cocolea.com.au/wp-content/uploads/2021/06/IMG_4001-scaled.jpg, https://www.cocolea.com.au/wp-content/uploads/2021/06/IMG_3999-scaled.jpg",,,,,,,,,0,upi-identifier-exists,no,1,1,google-product-category,Furniture &gt; Ottomans,1,1,,,,,,,,,,,,,,,,
3552,simple,COCO138,Turbojet Brass Chest,1,0,visible,"<div class=""length""><div class=""std""><b>Length:</b>108 cm</div></div><div class=""width""><div class=""std""><b>Width:</b>54 cm</div></div><div class=""height""><div class=""std""><b>Height:</b>108 cm</div></div><div class=""weight""><div class=""std""><b>Weight:</b>5.00 kg</div></div>","<div class=""short-description""><div class=""std"">Turbojet Brass</div></div><div class=""additional_data""><div class=""length""></div></div>",,,taxable,,5,108,54,108,0,,,3825,"Furniture > Bars &amp; Cabinets, Shop by Room > Bedroom (Room), Shop by Style > Black and Gold (Style), Shop By Material > Metal (Material) > Brass Furniture (Metal Material), Furniture > Tables > Consoles, Furniture > Bedroom > Dressers and Tallboys, Furniture, Shop by Style > Industrial Aviator (Style), Shop by Style > Luxury Furniture (Style), Shop by Room > Mancave (Room), Shop by Style > Masculine Furniture (Style), Melbourne Furniture, Shop by Room > Office (Room), Shop by Room, Shop by Style, Furniture > Storage",,,https://www.cocolea.com.au/wp-content/uploads/2019/04/drt055-_turbojet_brass_2__1.jpg,,,,,,,,,0,upi-identifier-exists,no,1,1,google-product-category,Furniture &gt; Cabinets &amp; Storage &gt; Buffets &amp; Sideboards,1,1,,,,,,,,,,,,,,,,
3571,simple,COCO139,Albatros Aluminium Aviator Coffee Table,1,0,visible,"<div class=""length""><div class=""std""><b>Length:</b>150 cm</div></div><div class=""width""><div class=""std""><b>Width:</b>100 cm</div></div><div class=""height""><div class=""std""><b>Height:</b>41 cm</div></div><div class=""weight""><div class=""std""><b>Weight:</b>0.00 kg</div></div><div class=""materials""><div class=""std""><b>Materials:</b>Aluminium, Hardwood, vintage leather hdrawer handle</div></div>","Echoing classic aviation details, this piece showcases a polished aluminium exterior, which houses in-built soft close black canvas lined drawer. This striking, industrial design is a fashionable addition to any home or commercial space, balancing form with function and offering an abundance of storage space for your wartime DVDs or memories of times gone by.<div class=""short-description""><div class=""std"">PLEASE NOTE: Stock availability changes frequently. Please call for latest update.</div></div><div class=""additional_data""><div class=""length""></div></div>",,,taxable,,60,150,100,41,1,,,2219,"Shop By Material > Metal (Material) > Aluminium Furniture (Metal Material), Furniture > Tables > Center Table, Furniture > Tables > Coffee Table, Furniture > Tables > Coffee Tables, Furniture, Shop by Style > Industrial Aviator (Style), Shop by Style > Industrial Furniture (Style), Shop by Room > Living (Room), Shop by Style > Luxury Furniture (Style), Shop by Room > Mancave (Room), Shop by Style > Masculine Furniture (Style), Melbourne Furniture, Shop by Style > Modern Furniture (Style), Shop by Room, Shop by Style, Furniture > Tables, Shop by Style > Vintage Furniture (Style)",,,https://www.cocolea.com.au/wp-content/uploads/2019/08/albatros_coffee_table_.jpg,,,,,,,,,0,upi-identifier-exists,no,1,1,google-product-category,Furniture &gt; Tables &gt; Accent Tables &gt; Coffee Tables,1,1,,,,,,,,,,,,,,,,
3576,simple,COCO141,Aviator Aluminium Trunk Coffee Table,1,0,visible,"<div class=""length""><div class=""std""><b>Length:</b>140 cm</div></div><div class=""width""><div class=""std""><b>Width:</b>50 cm</div></div><div class=""height""><div class=""std""><b>Height:</b>43 cm</div></div><div class=""weight""><div class=""std""><b>Weight:</b>35.00 kg</div></div><div class=""materials""><div class=""std""><b>Materials:</b>Aluminium wrap, wood, canvas</div></div>","Echoing classic aviation details, this piece showcases a polished aluminium exterior, which houses in-built soft close black canvas lined drawers on both sides. This striking, industrial design is a fashionable addition to any home or commercial space, balancing form with function and offering an abundance of storage space for your wartime DVDs or memories of times gone by.",,,taxable,,35,140,50,43,1,,,3295,"Shop By Material > Metal (Material) > Aluminium Furniture (Metal Material), Furniture > Tables > Center Table, Furniture > Tables > Coffee Table, Furniture > Tables > Coffee Tables, Furniture, Shop by Style > Industrial Aviator (Style), Shop by Style > Industrial Furniture (Style), Shop by Room > Living (Room), Shop by Style > Luxury Furniture (Style), Shop by Room > Mancave (Room), Shop by Style > Masculine Furniture (Style), Melbourne Furniture, Shop by Style > Modern Furniture (Style), Shop by Room, Shop by Style, Furniture > Storage, Furniture > Tables, Shop by Style > Vintage Furniture (Style)",,,https://www.cocolea.com.au/wp-content/uploads/2019/08/photo-1-03-2015-9-16-47-am_1.png,,,,,,,,,0,upi-identifier-exists,no,1,1,google-product-category,Furniture &gt; Tables &gt; Accent Tables &gt; Coffee Tables,1,1,,,,,,,,,,,,,,,,
3578,simple,COCO142,Billionaire Curved Peach Velvet Chesterfield Lounge,1,0,visible,"<div class=""length""><div class=""std""><b>Length:</b>400 cm</div></div><div class=""width""><div class=""std""><b>Width:</b>137 cm</div></div><div class=""height""><div class=""std""><b>Height:</b>87 at lowest point 120 at highest point (back rest) cm</div></div><div class=""weight""><div class=""std""><b>Weight:</b>200.00 kg</div></div><div class=""materials""><div class=""std""><b>Materials:</b>Velvet and Brass</div></div>","<div class=""short-description""><div class=""std"">Classic heart shaped chesterfield upholstered with peach velvet finished with a brass base. This classic chesterfield lounge features a heart shape upholstered with plush peach velvet and is finished with a highly polished brass base The 4 meter lounge featured comes in two pieces to allow for transportation Left component featuring the higher heart shape part of the lounge measures 197cm Length*137cm Depth *120 Height The right component featuring the lower part of the seating measures 186cm Length *125cm Depth *87cm Height The colour and dimensions can be customised to any requirements please contact us for a quotation info@cocoela.com.au</div></div><div class=""additional_data""><div class=""length""></div></div>",,,taxable,,200,400,137,87,0,,,8525,"Shop By Material > Metal (Material) > Brass Furniture (Metal Material), Shop by Style > Chesterfield Furniture (Style), Furniture > Lounges\, Sofas and Sofa Chairs > Fabric Sofas, Furniture, Shop by Room > Living (Room), Furniture > Lounges\, Sofas and Sofa Chairs, Shop by Style > Luxury Furniture (Style), Melbourne Furniture, Shop by Style > Provincial (Style), Shop by Room, Shop by Style, Shop By Material > Fabric (Material) > Velvet Furniture (Fabric Material)",,,"https://www.cocolea.com.au/wp-content/uploads/2019/08/dscf2645_2.jpg, https://www.cocolea.com.au/wp-content/uploads/2019/08/dscf2678_1_1.jpg",,,,,"COCO142-1, COCO018, BOCA034, BOCA008, BOCA012",,,,0,upi-identifier-exists,no,1,1,google-product-category,Furniture &gt; Sofas,1,1,,,,,,,,,,,,,,,,
17993,simple,COCO142-1,Billionaire Curved Emerald Green Velvet Chesterfield Lounge,1,0,visible,"<div class=""length""><div class=""std""><b>Length:</b>400 cm</div></div><div class=""width""><div class=""std""><b>Width:</b>137 cm</div></div><div class=""height""><div class=""std""><b>Height:</b>87 at lowest point 120 at highest point (back rest) cm</div></div><div class=""weight""><div class=""std""><b>Weight:</b>200 kg</div></div><div class=""materials""><div class=""std""><b>Materials:</b>Velvet and Brass</div></div>","<div class=""short-description""><div class=""std"">Classic heart shaped chesterfield upholstered with peach velvet finished with a brass base. This classic chesterfield lounge features a heart shape upholstered with plush emerald green velvet and is finished with a highly polished brass base The 4 meter lounge featured comes in two pieces to allow for transportation Left component featuring the higher heart shape part of the lounge measures 197cm Length*137cm Depth *120 Height The right component featuring the lower part of the seating measures 186cm Length *125cm Depth *87cm Height The colour and dimensions can be customised to any requirements please contact us for a quotation info@cocoela.com.au</div></div><div class=""additional_data""><div class=""length""></div></div>",,,taxable,,200,400,137,87,0,,,8525,"Shop By Material > Metal (Material) > Brass Furniture (Metal Material), Shop by Style > Chesterfield Furniture (Style), Furniture > Lounges\, Sofas and Sofa Chairs > Fabric Sofas, Furniture, Shop by Room > Living (Room), Furniture > Lounges\, Sofas and Sofa Chairs, Shop by Style > Luxury Furniture (Style), Melbourne Furniture, Shop by Style > Provincial (Style), Shop by Brand > Scarlets Splendor, Shop by Room, Shop by Style, Shop By Material > Fabric (Material) > Velvet Furniture (Fabric Material)",,,"https://www.cocolea.com.au/wp-content/uploads/2020/11/DSCF2594-scaled.jpg, https://www.cocolea.com.au/wp-content/uploads/2020/11/DSCF2626-scaled.jpg, https://www.cocolea.com.au/wp-content/uploads/2020/11/DSCF2627-1-scaled.jpg",,,,,"COCO018, COCO142, BOCA034, BOCA033, BOCA008, BOCA012, COCO003",,,,0,upi-identifier-exists,no,1,1,google-product-category,Furniture &gt; Sofas,1,1,,,,,,,,,,,,,,,,
3602,simple,COCO147,Dark Knight Distressed Black Leather Chesterfield Lounge - 3 seat,1,0,visible,"<div class=""length""><div class=""std""><b>Length:</b>240 cm</div></div><div class=""width""><div class=""std""><b>Width:</b>100 cm</div></div><div class=""height""><div class=""std""><b>Height:</b>76 cm</div></div><div class=""weight""><div class=""std""><b>Weight:</b>0.00 kg</div></div><div class=""materials""><div class=""std""><b>Materials:</b>Full top vintage leather, hardwood</div></div>","Whether you call this piece a lounge, sofa or couch it balances comfort with style and angular lines, this bold and rugged vintage leather piece will make a striking focal point in any contemporary or classical living space. Relax after a long day, or invite everyone you know around to admire your style with this luxurious timeless lounge.",,,taxable,,65,240,100,76,1,,,5650,"Shop by Style > Chesterfield Furniture (Style), Furniture, Shop by Style > Industrial Aviator (Style), Shop by Style > Industrial Furniture (Style), Shop By Material > Leather (Material), Furniture > Lounges\, Sofas and Sofa Chairs > Leather Sofas, Shop by Room > Living (Room), Furniture > Lounges\, Sofas and Sofa Chairs, Shop by Style > Luxury Furniture (Style), Shop by Room > Mancave (Room), Shop by Style > Masculine Furniture (Style), Melbourne Furniture, Shop by Style > Modern Furniture (Style), Shop by Style > Provincial (Style), Shop by Room, Shop by Style, Shop By Material > Leather (Material) > Top Grain (Leather Material), Shop by Style > Vintage Furniture (Style)",,,"https://www.cocolea.com.au/wp-content/uploads/2019/08/resized_20170701_153059.jpg, https://www.cocolea.com.au/wp-content/uploads/2019/08/dsc01195.jpg",,,,,,,,,0,upi-identifier-exists,no,1,1,google-product-category,Furniture &gt; Sofas,1,1,,,,,,,,,,,,,,,,
3623,simple,COCO153,Frederika Black Chesterfield Floating Back Armchair,1,0,visible,"<div class=""length""><div class=""std""><b>Length:</b>76 cm</div></div><div class=""width""><div class=""std""><b>Width:</b>76 cm</div></div><div class=""height""><div class=""std""><b>Height:</b>69 cm</div></div><div class=""weight""><div class=""std""><b>Weight:</b>30.00 kg</div></div><div class=""materials""><div class=""std""><b>Materials:</b>black leather, stainless steel frame</div></div>","<div class=""short-description""><div class=""std"">Modern black leather chesterfield armchair finished in a floating stainless steel frame.</div><div class=""std"">Modern chair unholstered with a button stitched chesterfield style seat back, seat and armrests. This accent chair is finished square in a stainless steel floating back design frame.</div></div>",,,taxable,,30,76,76,69,1,,,2060,"Furniture > Chairs > Armchairs, Furniture > Chairs, Furniture > Chairs > Desk Chairs, Furniture, Shop by Style > Industrial Aviator (Style), Shop by Style > Industrial Furniture (Style), Shop by Room > Living (Room), Shop by Room > Mancave (Room), Shop by Style > Masculine Furniture (Style), Shop by Style > Modern Furniture (Style), Shop by Room > Office (Room), Shop by Style > Provincial (Style), Shop by Room, Shop by Style",,,"https://www.cocolea.com.au/wp-content/uploads/2019/08/dscf4700.jpg, https://www.cocolea.com.au/wp-content/uploads/2019/08/dscf4695.jpg, https://www.cocolea.com.au/wp-content/uploads/2019/08/dscf4713.jpg, https://www.cocolea.com.au/wp-content/uploads/2019/08/dscf4708.jpg, https://www.cocolea.com.au/wp-content/uploads/2019/08/dscf4721.jpg",,,,,,,,,0,upi-identifier-exists,no,1,1,google-product-category,"Furniture &gt; Chairs &gt; Arm Chairs\, Recliners &amp; Sleeper Chairs",1,1,,,,,,,,,,,,,,,,
3629,simple,COCO154,Gladiator Cube 2 seat vintage leather sofa - black chesterfield leather and Aluminium,1,0,visible,"<div class=""length""><div class=""std""><b>Length:</b>198 cm</div></div><div class=""width""><div class=""std""><b>Width:</b>100 cm</div></div><div class=""height""><div class=""std""><b>Height:</b>76 cm</div></div><div class=""weight""><div class=""std""><b>Weight:</b>5.00 kg</div></div>",Gladiator 2 seat vintage distressed black leather chesterfield and Aluminium Sofa. Featuring highly distressed leather and aluminium back and sides,,,taxable,,5,198,100,76,1,,,4235,"Shop By Material > Metal (Material) > Aluminium Furniture (Metal Material), Shop by Style > Chesterfield Furniture (Style), Furniture, Shop by Style > Industrial Aviator (Style), Shop by Style > Industrial Furniture (Style), Shop By Material > Leather (Material), Furniture > Lounges\, Sofas and Sofa Chairs > Leather Sofas, Shop by Room > Living (Room), Furniture > Lounges\, Sofas and Sofa Chairs, Shop by Style > Luxury Furniture (Style), Shop by Room > Mancave (Room), Shop by Style > Masculine Furniture (Style), Melbourne Furniture, Shop by Style > Provincial (Style), Shop by Room, Shop by Style, Shop By Material > Leather (Material) > Top Grain (Leather Material), Shop by Style > Vintage Furniture (Style)",,,https://www.cocolea.com.au/wp-content/uploads/2019/08/dvs-118_1_1.jpg,,,,,,,,,0,upi-identifier-exists,no,1,1,google-product-category,Furniture &gt; Sofas,1,1,,,,,,,,,,,,,,,,
3632,simple,COCO155,Gladiator Cube 3 seat vintage leather sofa - black chesterfield leather and Aluminium,1,0,visible,"<div class=""length""><div class=""std""><b>Length:</b>240 cm</div></div><div class=""width""><div class=""std""><b>Width:</b>100 cm</div></div><div class=""height""><div class=""std""><b>Height:</b>76 cm</div></div><div class=""weight""><div class=""std""><b>Weight:</b>5.00 kg</div></div>",Gladiator 3 seat vintage distressed black leather chesterfield and Aluminium Sofa. Featuring highly distressed leather and aluminium back and sides.,,,taxable,,5,240,100,76,1,,,4950,"Shop By Material > Metal (Material) > Aluminium Furniture (Metal Material), Shop by Style > Chesterfield Furniture (Style), Furniture, Shop by Style > Industrial Aviator (Style), Shop by Style > Industrial Furniture (Style), Shop By Material > Leather (Material), Furniture > Lounges\, Sofas and Sofa Chairs > Leather Sofas, Shop by Room > Living (Room), Furniture > Lounges\, Sofas and Sofa Chairs, Shop by Style > Luxury Furniture (Style), Shop by Room > Mancave (Room), Shop by Style > Masculine Furniture (Style), Melbourne Furniture, Shop by Style > Provincial (Style), Shop by Room, Shop by Style, Shop By Material > Leather (Material) > Top Grain (Leather Material), Shop by Style > Vintage Furniture (Style)",,,https://www.cocolea.com.au/wp-content/uploads/2019/08/dvs-118_1.jpg,,,,,,,,,0,upi-identifier-exists,no,1,1,google-product-category,Furniture &gt; Sofas,1,1,,,,,,,,,,,,,,,,
3634,simple,COCO156,Gladiator Cube Armchair - vintage black leather chesterfield and Aluminium,1,0,visible,"<div class=""length""><div class=""std""><b>Length:</b>110 cm</div></div><div class=""width""><div class=""std""><b>Width:</b>100 cm</div></div><div class=""height""><div class=""std""><b>Height:</b>76 cm</div></div><div class=""weight""><div class=""std""><b>Weight:</b>5.00 kg</div></div>",Gladiator cube 1 seat vintage distressed black leather chesterfield and Aluminium armchair. Featuring highly distressed leather and aluminium back and sides.,,,taxable,,5,110,100,76,1,,,2970,"Shop By Material > Metal (Material) > Aluminium Furniture (Metal Material), Furniture > Chairs > Armchairs, Furniture > Chairs, Shop by Style > Chesterfield Furniture (Style), Furniture, Shop by Style > Industrial Aviator (Style), Shop by Style > Industrial Furniture (Style), Shop By Material > Leather (Material), Shop by Room > Living (Room), Furniture > Lounges\, Sofas and Sofa Chairs, Shop by Style > Luxury Furniture (Style), Shop by Room > Mancave (Room), Shop by Style > Masculine Furniture (Style), Melbourne Furniture, Shop by Style > Provincial (Style), Shop by Room, Shop by Style, Shop by Style > Vintage Furniture (Style)",,,https://www.cocolea.com.au/wp-content/uploads/2019/08/dvs-118_1__1.jpg,,,,,,,,,0,upi-identifier-exists,no,1,1,google-product-category,"Furniture &gt; Chairs &gt; Arm Chairs\, Recliners &amp; Sleeper Chairs",1,1,,,,,,,,,,,,,,,,
3638,simple,COCO158,Gold Teak Root Round Coffee Table,1,0,visible,"<div class=""length""><div class=""std""><b>Length:</b>80 cm</div></div><div class=""width""><div class=""std""><b>Width:</b>80 cm</div></div><div class=""height""><div class=""std""><b>Height:</b>50 cm</div></div><div class=""weight""><div class=""std""><b>Weight:</b>63.00 kg</div></div><div class=""materials""><div class=""std""><b>Materials:</b>teak wood, tempered glass top</div></div>","<div class=""short-description""><div class=""std"">Exposed Teak Wood with gold metalised paint and tempered glass top round Coffee Table.</div></div>",,,taxable,,63,80,80,50,1,,,2195,"Furniture > Tables > Center Table, Furniture > Tables > Coffee Table, Furniture > Tables > Coffee Tables, Furniture, Shop by Room > Living (Room), Shop by Style > Luxury Furniture (Style), Melbourne Furniture, Shop by Room > Office (Room), Shop by Room, Shop by Style, Furniture > Tables",,,"https://www.cocolea.com.au/wp-content/uploads/2019/08/img_5336.jpg, https://www.cocolea.com.au/wp-content/uploads/2019/08/img_5339_1.jpg",,,,,,,,,0,upi-identifier-exists,no,1,1,google-product-category,Furniture &gt; Tables &gt; Accent Tables &gt; Coffee Tables,1,1,,,,,,,,,,,,,,,,
3655,simple,COCO161,Maverick Aluminium Aviator Armchair with in-built storage,1,0,visible,"<div class=""length""><div class=""std""><b>Length:</b>115 cm</div></div><div class=""width""><div class=""std""><b>Width:</b>94 cm</div></div><div class=""height""><div class=""std""><b>Height:</b>74 cm</div></div><div class=""weight""><div class=""std""><b>Weight:</b>45.00 kg</div></div><div class=""materials""><div class=""std""><b>Materials:</b>Grey vintage leather, hardwood, Aluminium in jet finish</div></div>","This aerospace style sofa is a seamless balance of hard and soft, classic and contemporary. With distressed grey leather and a brushed aluminium exterior its reminiscent of vintage airplanes. This armchair will serve as practical storage solution with amble inbuilt aluminium shelving and an ideal focal point in any living space. Cozy on up with this classic, stylised piece.",,,taxable,,60,115,94,74,1,,,2475,"Shop By Material > Metal (Material) > Aluminium Furniture (Metal Material), Furniture > Chairs > Armchairs, Furniture, Shop by Style > Industrial Aviator (Style), Shop by Style > Industrial Furniture (Style), Shop By Material > Leather (Material), Furniture > Lounges\, Sofas and Sofa Chairs > Leather Sofas, Shop by Room > Living (Room), Furniture > Lounges\, Sofas and Sofa Chairs, Shop by Style > Luxury Furniture (Style), Shop by Room > Mancave (Room), Shop by Style > Masculine Furniture (Style), Melbourne Furniture, Shop by Style > Modern Furniture (Style), Shop by Room, Shop by Style, Shop By Material > Leather (Material) > Top Grain (Leather Material), Shop by Style > Vintage Furniture (Style)",,,https://www.cocolea.com.au/wp-content/uploads/2019/08/mavrick_lounge_-_1_seat.jpg,,,,,,,,,0,upi-identifier-exists,no,1,1,google-product-category,"Furniture &gt; Chairs &gt; Arm Chairs\, Recliners &amp; Sleeper Chairs",1,1,,,,,,,,,,,,,,,,
3658,simple,COCO163,Maverick Aluminium Aviator Lounge with in-built storage - 2 seat,1,0,visible,"<div class=""length""><div class=""std""><b>Length:</b>175 cm</div></div><div class=""width""><div class=""std""><b>Width:</b>94 cm</div></div><div class=""height""><div class=""std""><b>Height:</b>74 cm</div></div><div class=""weight""><div class=""std""><b>Weight:</b>0.00 kg</div></div><div class=""materials""><div class=""std""><b>Materials:</b>Grey vintage leather, hardwood, Aluminium in jet finish</div></div>","Whether you call this piece a lounge, sofa or couch it aerospace style piece is a seamless balance of hard and soft, classic and contemporary. With distressed grey leather and a brushed aluminium exterior its reminiscent of vintage airplanes. This lounge will serve as practical storage solution with amble inbuilt aluminium shelving and an ideal focal point in any living space. Cozy on up with this classic, stylised piece.",,,taxable,,70,175,94,74,1,,,3578,"Shop By Material > Metal (Material) > Aluminium Furniture (Metal Material), Furniture, Shop by Style > Industrial Aviator (Style), Shop by Style > Industrial Furniture (Style), Furniture > Lounges\, Sofas and Sofa Chairs > Leather Sofas, Shop by Room > Living (Room), Furniture > Lounges\, Sofas and Sofa Chairs, Shop by Style > Luxury Furniture (Style), Shop by Room > Mancave (Room), Shop by Style > Masculine Furniture (Style), Melbourne Furniture, Shop by Style > Modern Furniture (Style), Shop by Room, Shop by Style, Shop By Material > Leather (Material) > Top Grain (Leather Material)",,,https://www.cocolea.com.au/wp-content/uploads/2019/08/mavrick_lounge_-_2_seat.jpg,,,,,,,,,0,upi-identifier-exists,no,1,1,google-product-category,Furniture &gt; Sofas,1,1,,,,,,,,,,,,,,,,
3663,simple,COCO164,Maverick Aluminium Aviator Lounge with in-built storage - 3 seat,1,0,visible,"<div class=""length""><div class=""std""><b>Length:</b>212 cm</div></div><div class=""width""><div class=""std""><b>Width:</b>94 cm</div></div><div class=""height""><div class=""std""><b>Height:</b>74 cm</div></div><div class=""weight""><div class=""std""><b>Weight:</b>0.00 kg</div></div><div class=""materials""><div class=""std""><b>Materials:</b>Grey vintage leather, hardwood, Aluminium in jet finish</div></div>","Whether you call this piece a lounge, sofa or couch this aerospace style piece is a seamless balance of hard and soft, classic and contemporary. With distressed grey leather and a brushed aluminium exterior its reminiscent of vintage airplanes. This lounge will serve as practical storage solution with amble inbuilt aluminium shelving and an ideal focal point in any living space. Cozy on up with this classic, stylised piece.",,,taxable,,100,212,94,74,1,,,4567,"Shop By Material > Metal (Material) > Aluminium Furniture (Metal Material), Furniture, Shop by Style > Industrial Aviator (Style), Shop by Style > Industrial Furniture (Style), Furniture > Lounges\, Sofas and Sofa Chairs > Leather Sofas, Shop by Room > Living (Room), Furniture > Lounges\, Sofas and Sofa Chairs, Shop by Style > Luxury Furniture (Style), Shop by Room > Mancave (Room), Shop by Style > Masculine Furniture (Style), Melbourne Furniture, Shop by Style > Modern Furniture (Style), Shop by Room, Shop by Style, Shop By Material > Leather (Material) > Top Grain (Leather Material), Shop by Style > Vintage Furniture (Style)",,,https://www.cocolea.com.au/wp-content/uploads/2019/08/mavrick_lounge_-_2_seat-1.jpg,,,,,,,,,0,upi-identifier-exists,no,1,1,google-product-category,Furniture &gt; Sofas,1,1,,,,,,,,,,,,,,,,
3675,simple,COCO168,Piper Aztec Aluminium and Brown Leather Bookshelf,1,0,visible,"<div class=""length""><div class=""std""><b>Length:</b>100 cm</div></div><div class=""width""><div class=""std""><b>Width:</b>40 cm</div></div><div class=""height""><div class=""std""><b>Height:</b>180 cm</div></div><div class=""weight""><div class=""std""><b>Weight:</b>45.00 kg</div></div><div class=""materials""><div class=""std""><b>Materials:</b>Leather, wood, aluminium wrap</div></div>","This handsome, leather clad, vintage bookshelf combines form, function and fashion. Showcasing an inner aluminium brushed polished core this piece is exemplary of aviator style and function. Whether showcasing your favourite works of fiction, or keeping yourself organised, this piece is the perfect accompaniment to the Piper Aztec desk.",,,taxable,,45,100,40,180,1,,,2842,"Shop By Material > Metal (Material) > Aluminium Furniture (Metal Material), Furniture, Shop by Style > Industrial Aviator (Style), Shop by Style > Industrial Furniture (Style), Shop By Material > Leather (Material), Shop by Room > Living (Room), Shop by Style > Luxury Furniture (Style), Shop by Room > Mancave (Room), Shop by Style > Masculine Furniture (Style), Melbourne Furniture, Shop by Style > Modern Furniture (Style), Shop by Room > Office (Room), Furniture > Shelving, Shop by Room, Shop by Style, Furniture > Storage, Shop by Style > Vintage Furniture (Style)",,,"https://www.cocolea.com.au/wp-content/uploads/2019/08/dsc_9043_2.jpg, https://www.cocolea.com.au/wp-content/uploads/2019/08/dsc_9047_2_1.jpg",,,,,,,,,0,upi-identifier-exists,no,1,1,google-product-category,Furniture &gt; Shelving &gt; Bookcases &amp; Standing Shelves,1,1,,,,,,,,,,,,,,,,
